ids,pvalue_less,pvalue_greater
2017,0.4675324675324675,1.0
2018,1.0,1.0
2019,1.0,1.0
2020,1.0,1.0
2021,1.0,1.0
2022,1.0,1.0
2023,1.0,1.0
2024,1.0,1.0
2025,1.0,1.0
2026,1.0,1.0
2027,1.0,1.0
2028,1.0,1.0
2029,1.0,1.0
2030,1.0,1.0
2031,1.0,1.0
2032,1.0,1.0
2033,1.0,1.0
2034,1.0,1.0
2035,1.0,1.0
2036,1.0,1.0
2037,1.0,1.0
2038,0.5044955044955045,1.0
2039,1.0,1.0
2041,1.0,1.0
2042,1.0,1.0
2043,1.0,1.0
2044,1.0,1.0
2045,1.0,1.0
2046,1.0,1.0
2047,1.0,1.0
2048,1.0,1.0
2049,1.0,1.0
2050,1.0,1.0
2051,1.0,1.0
2052,1.0,1.0
2053,1.0,1.0
2054,1.0,1.0
2055,1.0,1.0
2056,1.0,1.0
2057,1.0,1.0
2058,1.0,1.0
2059,1.0,1.0
2060,1.0,1.0
2061,1.0,1.0
2062,1.0,1.0
2063,1.0,1.0
2064,1.0,1.0
2065,1.0,1.0
2066,1.0,1.0
2067,0.4905094905094905,1.0
2068,1.0,1.0
2069,1.0,1.0
2070,1.0,1.0
2071,1.0,1.0
2072,1.0,1.0
2073,1.0,1.0
2074,1.0,1.0
2075,1.0,1.0
2076,1.0,1.0
2078,1.0,1.0
2079,1.0,1.0
2080,1.0,1.0
2081,1.0,1.0
2082,1.0,1.0
2083,1.0,1.0
2084,1.0,1.0
2085,1.0,1.0
2086,1.0,1.0
2087,1.0,1.0
2088,1.0,1.0
2089,1.0,1.0
2090,1.0,1.0
2091,1.0,1.0
2092,1.0,1.0
2093,1.0,1.0
2095,1.0,1.0
2096,1.0,1.0
2097,1.0,1.0
2098,1.0,1.0
2099,1.0,1.0
2100,1.0,1.0
2101,1.0,1.0
2102,1.0,1.0
2103,1.0,1.0
2104,1.0,1.0
2105,1.0,1.0
2106,1.0,1.0
2107,1.0,1.0
2108,1.0,1.0
2109,1.0,1.0
2110,1.0,1.0
2111,1.0,1.0
2112,1.0,1.0
2117,1.0,1.0
2128,1.0,1.0
2156,1.0,1.0
2158,1.0,1.0
2182,1.0,1.0
2184,1.0,1.0
2187,1.0,1.0
2202,1.0,1.0
2208,1.0,1.0
2218,1.0,1.0
2231,1.0,1.0
2243,1.0,1.0
2244,1.0,1.0
2245,1.0,1.0
2250,1.0,1.0
2259,1.0,1.0
2262,1.0,1.0
2266,1.0,1.0
2278,1.0,1.0
2293,1.0,1.0
2294,1.0,1.0
2298,1.0,1.0
2318,1.0,1.0
2321,1.0,1.0
2347,1.0,1.0
2366,1.0,1.0
2367,1.0,1.0
2368,1.0,1.0
2378,1.0,1.0
2379,0.5224775224775224,1.0
2381,1.0,1.0
2383,1.0,1.0
2384,1.0,1.0
2386,1.0,1.0
2387,0.5114885114885115,1.0
2388,1.0,1.0
2389,1.0,1.0
2390,1.0,1.0
2391,1.0,1.0
2392,1.0,1.0
2393,1.0,1.0
2394,1.0,1.0
2395,1.0,1.0
2396,1.0,1.0
2397,1.0,1.0
2398,1.0,1.0
2402,1.0,1.0
2403,1.0,1.0
2404,1.0,1.0
2405,1.0,1.0
2408,1.0,1.0
2409,1.0,1.0
2410,1.0,1.0
2411,1.0,1.0
2412,1.0,1.0
2413,1.0,1.0
2414,1.0,1.0
2415,1.0,1.0
2416,1.0,1.0
2417,1.0,1.0
2418,1.0,1.0
2419,1.0,1.0
2420,1.0,1.0
2421,1.0,1.0
2422,1.0,1.0
2423,1.0,1.0
2424,1.0,1.0
2425,1.0,1.0
2426,1.0,1.0
2427,1.0,1.0
2428,1.0,1.0
2429,1.0,1.0
2430,1.0,1.0
2431,1.0,1.0
2432,1.0,1.0
2433,1.0,1.0
2434,1.0,1.0
2435,1.0,1.0
2436,1.0,1.0
2437,1.0,1.0
2438,1.0,1.0
2439,1.0,1.0
2440,1.0,1.0
2441,1.0,1.0
2442,1.0,1.0
2443,1.0,1.0
2444,1.0,1.0
2445,1.0,1.0
2446,1.0,1.0
2447,1.0,1.0
2448,1.0,1.0
2449,1.0,1.0
2451,1.0,1.0
2452,1.0,1.0
2453,1.0,1.0
2454,1.0,1.0
2455,1.0,1.0
2456,1.0,1.0
2457,1.0,1.0
2458,1.0,1.0
2459,1.0,1.0
2460,1.0,1.0
2461,1.0,1.0
2462,1.0,1.0
2463,1.0,1.0
2464,1.0,1.0
2465,1.0,1.0
2466,1.0,1.0
2467,1.0,1.0
2468,1.0,1.0
2469,1.0,1.0
2471,1.0,1.0
2472,0.5044955044955045,1.0
2473,1.0,1.0
2474,1.0,1.0
2475,1.0,1.0
2476,1.0,1.0
2477,1.0,1.0
2478,1.0,1.0
2479,1.0,1.0
2480,1.0,1.0
2481,1.0,1.0
2482,1.0,1.0
2483,1.0,1.0
2484,1.0,1.0
2485,1.0,1.0
2486,1.0,1.0
2487,1.0,1.0
2488,1.0,1.0
2489,1.0,1.0
2490,1.0,1.0
2491,1.0,1.0
2492,1.0,1.0
2493,1.0,1.0
2494,1.0,1.0
2495,1.0,1.0
2496,1.0,1.0
2497,1.0,1.0
2498,1.0,1.0
2499,1.0,1.0
2500,1.0,1.0
2501,1.0,1.0
2502,1.0,1.0
2503,1.0,1.0
2504,1.0,1.0
2505,1.0,1.0
2506,1.0,1.0
2507,1.0,1.0
2508,1.0,1.0
2509,1.0,1.0
2510,1.0,1.0
2511,1.0,1.0
2512,1.0,1.0
2513,1.0,1.0
2514,1.0,1.0
2515,1.0,1.0
2516,1.0,1.0
2517,1.0,1.0
2518,1.0,1.0
2519,1.0,1.0
2520,1.0,1.0
2521,1.0,1.0
2522,1.0,1.0
2523,1.0,1.0
2524,1.0,1.0
2525,1.0,1.0
2526,1.0,1.0
2527,1.0,1.0
2528,1.0,1.0
2529,1.0,1.0
2530,1.0,1.0
2531,1.0,1.0
2532,1.0,1.0
2533,1.0,1.0
2534,1.0,1.0
2535,1.0,1.0
2536,1.0,1.0
2537,1.0,1.0
2538,1.0,1.0
2539,1.0,1.0
2540,1.0,1.0
2541,1.0,1.0
2542,1.0,1.0
2543,1.0,1.0
2544,1.0,1.0
2545,1.0,1.0
2546,1.0,1.0
2547,1.0,1.0
2548,1.0,1.0
2549,1.0,1.0
2550,1.0,1.0
2551,1.0,1.0
2552,1.0,1.0
2553,1.0,1.0
2554,1.0,1.0
2555,1.0,1.0
2556,0.4945054945054945,1.0
2557,1.0,1.0
2558,1.0,1.0
2559,1.0,1.0
2560,1.0,1.0
2561,1.0,1.0
2562,1.0,1.0
2563,1.0,1.0
2564,1.0,1.0
2565,1.0,1.0
2566,1.0,1.0
2567,1.0,1.0
2568,1.0,1.0
2569,1.0,1.0
2570,1.0,1.0
2571,1.0,1.0
2572,1.0,1.0
2573,1.0,1.0
2574,1.0,1.0
2575,1.0,1.0
2576,1.0,1.0
2577,1.0,1.0
2578,1.0,1.0
2579,1.0,1.0
2580,1.0,1.0
2581,1.0,1.0
2582,1.0,1.0
2583,1.0,1.0
2584,1.0,1.0
2585,1.0,1.0
2586,1.0,1.0
2588,1.0,1.0
2589,1.0,1.0
2590,1.0,1.0
2591,1.0,1.0
2592,1.0,1.0
2593,1.0,1.0
2594,1.0,1.0
2595,1.0,1.0
2596,1.0,1.0
2597,1.0,1.0
2598,1.0,1.0
2599,1.0,1.0
2600,1.0,1.0
2601,1.0,1.0
2602,1.0,1.0
2603,1.0,1.0
2604,1.0,1.0
2605,1.0,1.0
2606,1.0,1.0
2607,1.0,1.0
2608,1.0,1.0
2609,1.0,1.0
2610,1.0,1.0
2611,1.0,1.0
2612,1.0,1.0
2613,1.0,1.0
2614,1.0,1.0
2615,1.0,1.0
2616,1.0,1.0
2617,1.0,1.0
2618,1.0,1.0
2619,1.0,1.0
2620,1.0,1.0
2621,1.0,1.0
2622,1.0,1.0
2623,1.0,1.0
2624,1.0,1.0
2625,1.0,1.0
2626,1.0,1.0
2627,1.0,1.0
2628,1.0,1.0
2629,1.0,1.0
2630,1.0,1.0
2979,1.0,1.0
3098,1.0,1.0
3102,1.0,1.0
3141,1.0,1.0
3173,1.0,1.0
3200,1.0,1.0
3206,1.0,1.0
3248,1.0,1.0
3256,1.0,1.0
3262,1.0,1.0
3271,1.0,1.0
3296,1.0,1.0
3297,1.0,1.0
3298,1.0,1.0
3299,1.0,1.0
3300,1.0,1.0
3301,1.0,1.0
3302,1.0,1.0
3303,1.0,1.0
3304,1.0,1.0
3305,1.0,1.0
3306,1.0,1.0
3307,1.0,1.0
3308,1.0,1.0
3309,1.0,1.0
3310,1.0,1.0
3311,1.0,1.0
3314,1.0,1.0
3315,1.0,1.0
3316,1.0,1.0
3317,1.0,1.0
3318,1.0,1.0
3319,1.0,1.0
3320,1.0,1.0
3321,1.0,1.0
3322,1.0,1.0
3323,1.0,1.0
3324,1.0,1.0
3325,1.0,1.0
3326,1.0,1.0
3327,1.0,1.0
3328,1.0,1.0
3329,1.0,1.0
3330,1.0,1.0
3331,1.0,1.0
3332,1.0,1.0
3334,1.0,1.0
3335,1.0,1.0
3336,1.0,1.0
3337,1.0,1.0
3338,1.0,1.0
3339,1.0,1.0
3340,1.0,1.0
3341,1.0,1.0
3342,1.0,1.0
3343,1.0,1.0
3344,1.0,1.0
3345,1.0,1.0
3346,1.0,1.0
3347,1.0,1.0
3348,1.0,1.0
3349,1.0,1.0
3350,1.0,1.0
3351,1.0,1.0
3352,1.0,1.0
3353,1.0,1.0
3354,1.0,1.0
3355,1.0,1.0
3356,1.0,1.0
3357,1.0,1.0
3358,1.0,1.0
3359,1.0,1.0
3360,1.0,1.0
3361,1.0,1.0
3362,1.0,1.0
3363,1.0,1.0
3364,1.0,1.0
3365,1.0,1.0
3366,1.0,1.0
3367,1.0,1.0
3368,1.0,1.0
3369,1.0,1.0
3370,1.0,1.0
3371,1.0,1.0
3372,1.0,1.0
3373,1.0,1.0
3374,1.0,1.0
3375,1.0,1.0
3376,1.0,1.0
3377,1.0,1.0
3378,1.0,1.0
3379,1.0,1.0
3380,1.0,1.0
3381,1.0,1.0
3382,1.0,1.0
3383,1.0,1.0
3384,1.0,1.0
3385,1.0,1.0
3386,1.0,1.0
3387,1.0,1.0
3388,1.0,1.0
3389,1.0,1.0
3390,1.0,1.0
3391,1.0,1.0
3392,1.0,1.0
3393,1.0,1.0
3394,1.0,1.0
3395,1.0,1.0
3396,1.0,1.0
3397,1.0,1.0
3398,1.0,1.0
3399,1.0,1.0
3401,1.0,1.0
3402,1.0,1.0
3411,1.0,1.0
3439,1.0,1.0
3441,1.0,1.0
3450,1.0,1.0
3453,1.0,1.0
3488,1.0,1.0
3499,1.0,1.0
3510,1.0,1.0
3512,1.0,1.0
3517,1.0,1.0
3521,1.0,1.0
3529,1.0,1.0
3541,1.0,1.0
3555,1.0,1.0
3574,1.0,1.0
3579,1.0,1.0
3585,1.0,1.0
3586,1.0,1.0
3593,1.0,1.0
3599,1.0,1.0
3609,1.0,1.0
3619,1.0,1.0
3642,1.0,1.0
3652,1.0,1.0
3653,1.0,1.0
3655,1.0,1.0
3656,1.0,1.0
3658,1.0,1.0
3660,1.0,1.0
3661,1.0,1.0
3662,1.0,1.0
3663,1.0,1.0
3664,1.0,1.0
3665,1.0,1.0
3666,1.0,1.0
3667,1.0,1.0
3668,1.0,1.0
3669,1.0,1.0
3670,1.0,1.0
3671,1.0,1.0
3672,1.0,1.0
3673,1.0,1.0
3674,1.0,1.0
3676,1.0,1.0
3678,1.0,1.0
3680,1.0,1.0
3681,1.0,1.0
3682,1.0,1.0
3683,1.0,1.0
3684,1.0,1.0
3685,1.0,1.0
3686,1.0,1.0
3687,1.0,1.0
3688,1.0,1.0
3689,1.0,1.0
3690,1.0,1.0
3691,1.0,1.0
3692,1.0,1.0
3693,1.0,1.0
3694,1.0,1.0
3695,1.0,1.0
3696,1.0,1.0
3697,1.0,1.0
3698,1.0,1.0
3699,1.0,1.0
3700,1.0,1.0
3701,1.0,1.0
3702,1.0,1.0
3703,1.0,1.0
3704,1.0,1.0
3705,1.0,1.0
3706,1.0,1.0
3707,1.0,1.0
3708,1.0,1.0
3709,1.0,1.0
3710,1.0,1.0
3711,1.0,1.0
3712,1.0,1.0
3713,1.0,1.0
3714,1.0,1.0
3715,1.0,1.0
3716,1.0,1.0
3717,1.0,1.0
3718,1.0,1.0
3719,1.0,1.0
3720,1.0,1.0
3721,1.0,1.0
3722,1.0,1.0
3723,1.0,1.0
3724,1.0,1.0
3725,1.0,1.0
3726,1.0,1.0
3727,1.0,1.0
3728,1.0,1.0
3729,1.0,1.0
3730,1.0,1.0
3731,1.0,1.0
3732,1.0,1.0
3733,1.0,1.0
3734,1.0,1.0
3735,1.0,1.0
3736,1.0,1.0
3737,1.0,1.0
3738,1.0,1.0
3739,1.0,1.0
3740,1.0,1.0
3741,1.0,1.0
3742,1.0,1.0
3743,1.0,1.0
3744,1.0,1.0
3745,1.0,1.0
3746,1.0,1.0
3747,1.0,1.0
3748,1.0,1.0
3749,1.0,1.0
3750,1.0,1.0
3751,1.0,1.0
3752,1.0,1.0
3753,1.0,1.0
3754,1.0,1.0
3755,1.0,1.0
3756,1.0,1.0
3757,1.0,1.0
3758,1.0,1.0
3759,1.0,1.0
3760,1.0,1.0
3761,1.0,1.0
3762,1.0,1.0
3763,1.0,1.0
3764,1.0,1.0
3765,1.0,1.0
3766,1.0,1.0
3767,1.0,1.0
3768,1.0,1.0
3769,1.0,1.0
3770,1.0,1.0
3771,1.0,1.0
3772,1.0,1.0
3773,1.0,1.0
3774,1.0,1.0
3775,1.0,1.0
3776,1.0,1.0
3777,1.0,1.0
3778,1.0,1.0
3779,1.0,1.0
3780,1.0,1.0
3781,1.0,1.0
3782,1.0,1.0
3783,1.0,1.0
3784,1.0,1.0
3785,1.0,1.0
3786,1.0,1.0
3787,1.0,1.0
3788,1.0,1.0
3789,1.0,1.0
3790,1.0,1.0
3791,1.0,1.0
3792,1.0,1.0
3793,1.0,1.0
3794,1.0,1.0
3795,1.0,1.0
3796,1.0,1.0
3797,1.0,1.0
3798,1.0,1.0
3799,1.0,1.0
3800,0.4595404595404595,1.0
3801,1.0,1.0
3802,1.0,1.0
3803,1.0,1.0
3804,1.0,1.0
3805,1.0,1.0
3806,1.0,1.0
3807,1.0,1.0
3810,1.0,1.0
3811,1.0,1.0
3812,1.0,1.0
3813,1.0,1.0
3814,1.0,1.0
3815,1.0,1.0
3817,1.0,1.0
3818,1.0,1.0
3819,1.0,1.0
3820,1.0,1.0
3821,1.0,1.0
3822,1.0,1.0
3823,1.0,1.0
3824,1.0,1.0
3825,1.0,1.0
3826,1.0,1.0
3827,1.0,1.0
3828,1.0,1.0
3829,1.0,1.0
3830,1.0,1.0
3831,1.0,1.0
3832,1.0,1.0
3833,1.0,1.0
3834,1.0,1.0
3835,1.0,1.0
3836,1.0,1.0
3837,1.0,1.0
3838,1.0,1.0
3839,1.0,1.0
3840,1.0,1.0
3841,1.0,1.0
3842,1.0,1.0
3843,1.0,1.0
3844,1.0,1.0
3845,1.0,1.0
3846,1.0,1.0
3847,1.0,1.0
3848,1.0,1.0
3849,1.0,1.0
3850,1.0,1.0
3851,1.0,1.0
3852,1.0,1.0
3853,1.0,1.0
3854,1.0,1.0
3855,1.0,1.0
3856,1.0,1.0
3857,1.0,1.0
3858,1.0,1.0
3859,1.0,1.0
3860,1.0,1.0
3861,1.0,1.0
3862,1.0,1.0
3863,1.0,1.0
3864,1.0,1.0
3865,1.0,1.0
3866,1.0,1.0
3867,1.0,1.0
3868,1.0,1.0
3869,1.0,1.0
3870,1.0,1.0
3871,1.0,1.0
3872,1.0,1.0
3873,1.0,1.0
3874,1.0,1.0
3875,1.0,1.0
3876,1.0,1.0
3877,1.0,1.0
3878,1.0,1.0
3879,1.0,1.0
3880,1.0,1.0
3881,1.0,1.0
3882,1.0,1.0
3883,1.0,1.0
3884,1.0,1.0
3885,1.0,1.0
3886,1.0,1.0
3887,1.0,1.0
3888,1.0,1.0
3889,1.0,1.0
3890,1.0,1.0
3891,1.0,1.0
3892,1.0,1.0
4281,1.0,1.0
4433,1.0,1.0
4442,0.2807192807192807,1.0
4449,1.0,1.0
4530,1.0,1.0
4535,1.0,1.0
4536,1.0,1.0
4538,1.0,1.0
4562,1.0,1.0
4564,1.0,1.0
4570,1.0,1.0
4581,1.0,1.0
4585,1.0,1.0
4589,1.0,1.0
4594,1.0,1.0
4596,1.0,1.0
4597,1.0,1.0
4598,1.0,1.0
4599,1.0,1.0
4600,1.0,1.0
4601,1.0,1.0
4603,1.0,1.0
4604,1.0,1.0
4605,1.0,1.0
4606,1.0,1.0
4607,1.0,1.0
4608,1.0,1.0
4609,1.0,1.0
4610,1.0,1.0
4611,1.0,1.0
4612,1.0,1.0
4613,1.0,1.0
4614,1.0,1.0
4615,1.0,1.0
4616,1.0,1.0
4617,1.0,1.0
4618,1.0,1.0
4619,1.0,1.0
4620,1.0,1.0
4621,1.0,1.0
4622,1.0,1.0
4623,1.0,1.0
4624,1.0,1.0
4626,1.0,1.0
4627,1.0,1.0
4628,1.0,1.0
4629,1.0,1.0
4630,1.0,1.0
4631,1.0,1.0
4632,1.0,1.0
4633,1.0,1.0
4634,1.0,1.0
4635,1.0,1.0
4636,1.0,1.0
4637,1.0,1.0
4638,1.0,1.0
4639,1.0,1.0
4640,1.0,1.0
4641,1.0,1.0
4642,0.2647352647352647,1.0
4643,1.0,1.0
4644,1.0,1.0
4645,1.0,1.0
4646,1.0,1.0
4647,1.0,1.0
4648,1.0,1.0
4649,1.0,1.0
4650,1.0,1.0
4651,1.0,1.0
4652,1.0,1.0
4653,1.0,1.0
4654,1.0,1.0
4655,1.0,1.0
4656,1.0,1.0
4657,1.0,1.0
4658,1.0,1.0
4659,1.0,1.0
4660,1.0,1.0
4661,1.0,1.0
4662,1.0,1.0
4663,0.5194805194805194,1.0
4664,1.0,1.0
4665,1.0,1.0
4666,1.0,1.0
4667,1.0,1.0
4668,1.0,1.0
4669,1.0,1.0
4670,1.0,1.0
4671,1.0,1.0
4672,1.0,1.0
4673,1.0,1.0
4674,1.0,1.0
4675,1.0,1.0
4676,1.0,1.0
4677,1.0,1.0
4678,1.0,1.0
4679,1.0,1.0
4680,1.0,1.0
4681,1.0,1.0
4682,1.0,1.0
4683,1.0,1.0
4684,1.0,1.0
4685,0.5064935064935064,1.0
4686,1.0,1.0
4687,1.0,1.0
4688,1.0,1.0
4689,1.0,1.0
4709,1.0,1.0
4724,1.0,1.0
4729,1.0,1.0
