id,class
2104,2
2105,0
2106,1
2107,1
2108,1
2109,2
2110,0
2111,1
2112,1
2117,1
2128,0
2156,1
2158,1
2182,0
2184,1
2187,1
2202,0
2208,0
2218,2
2231,0
2243,1
2244,1
2245,2
2250,1
2259,1
2262,1
2266,1
2278,1
2293,1
2294,2
2298,1
2318,1
2321,1
2347,1
2366,0
2367,1
2368,1
2378,1
2379,1
2381,1
2383,1
2384,1
2386,1
2387,2
2388,1
2389,1
2390,1
2391,1
2392,1
2393,1
2394,0
2395,0
2396,1
2397,1
2398,0
2402,1
2403,0
2404,2
2405,1
2408,0
2409,1
2410,1
2411,1
2412,1
2413,2
2414,1
2415,1
2416,1
2417,2
2418,1
2419,1
2420,1
2421,1
2422,0
2423,2
2424,2
2425,2
2426,1
2427,1
2428,2
2429,1
2430,0
2431,1
2432,2
2433,1
2434,1
2435,2
2436,1
2437,1
2438,1
2439,1
2440,1
2441,1
2442,1
2443,1
2444,0
2445,1
2446,1
2447,1
2448,2
2449,0
2451,1
2452,1
2453,1
2454,1
2455,1
2456,1
2457,1
2458,1
2459,0
2460,2
2461,1
2462,2
2463,1
2464,1
2465,0
2466,1
2467,1
2468,0
2469,1
2471,1
2472,1
2473,1
2474,0
2475,1
2476,1
2477,0
2478,1
2479,0
2480,1
2481,0
2482,1
2483,1
2484,0
2485,2
2486,2
2487,2
2488,2
2489,1
2490,1
2491,1
2492,1
2493,1
2494,1
2495,1
2496,1
2497,0
2498,0
2499,1
2500,1
2501,1
2502,2
2503,1
2504,2
2505,0
2506,2
2507,1
2508,0
2509,2
2510,1
2511,1
2512,1
2513,2
2514,1
2515,1
2516,1
2517,1
2518,2
2519,1
2520,2
2521,1
2522,1
2523,0
2524,2
2525,0
2526,0
2527,2
2528,1
2529,0
2530,2
2531,1
2532,2
2533,1
2534,2
2535,1
2536,1
2537,1
2538,0
2539,1
2540,1
2541,1
2542,1
2543,1
2544,0
2545,1
2546,2
2547,1
2548,1
2549,0
2550,1
2551,1
2552,2
2553,1
2554,1
2555,1
2556,0
2557,1
2558,0
2559,1
2560,1
2561,1
2562,1
2563,1
2564,1
2565,0
2566,1
2567,0
2568,1
2569,2
2570,1
2571,1
2572,1
2573,1
2574,1
2575,0
2576,2
2577,1
2578,0
2579,1
2580,1
2581,1
2582,2
2583,2
2584,1
2585,1
2586,1
2588,2
2589,1
2590,1
2591,1
2592,1
2593,0
2594,1
2595,1
2596,1
2597,0
2598,1
2599,0
2600,2
2601,1
2602,1
2603,1
2604,1
2605,1
2606,1
2607,2
2608,2
2609,1
2610,1
2611,1
2612,1
2613,1
2614,1
2615,0
2616,1
2617,2
2618,2
2619,1
2620,1
2621,1
2622,0
2623,1
2624,1
2625,1
2626,1
2627,0
2628,2
2629,1
2630,1
2979,1
3098,1
3102,1
3141,1
3173,0
3200,1
3206,0
3248,2
3256,0
3262,1
3271,2
3296,1
3297,0
3298,1
3299,1
3300,1
3301,1
3302,1
3303,1
3304,1
3305,0
3306,1
3307,0
3308,1
3309,2
3310,1
3311,1
3314,0
3315,2
3316,1
3317,1
3318,1
3319,1
3320,1
3321,0
3322,2
3323,1
3324,1
3325,1
3326,1
3327,1
3328,2
3329,2
3330,1
3331,1
3332,1
3334,1
3335,1
3336,0
3337,1
3338,0
3339,1
3340,0
3341,1
3342,1
3343,1
3344,1
3345,0
3346,1
3347,1
3348,1
3349,2
3350,2
3351,2
3352,2
3353,1
3354,0
3355,0
3356,0
3357,1
3358,2
3359,0
3360,1
3361,1
3362,1
3363,2
3364,1
3365,1
3366,2
3367,1
3368,2
3369,2
3370,1
3371,1
3372,2
3373,2
3374,1
3375,2
3376,1
3377,1
3378,1
3379,2
3380,1
3381,0
3382,0
3383,0
3384,0
3385,1
3386,0
3387,1
3388,1
3389,1
3390,1
3391,1
3392,1
3393,1
3394,1
3395,0
3396,1
3397,1
3398,1
3399,1
3401,1
3402,2
3411,1
3439,1
3441,1
3450,1
3453,1
3488,1
3499,0
3510,1
3512,1
3517,2
3521,1
3529,1
3541,1
3555,0
3574,1
3579,1
3585,2
3586,1
3593,1
3599,0
3609,2
3619,2
3642,1
3652,1
3653,1
3655,1
3656,1
3658,1
3660,2
3661,1
3662,1
3663,2
3664,2
3665,1
3666,1
3667,1
3668,1
3669,1
3670,1
3671,0
3672,1
3673,1
3674,1
3676,1
3678,1
3680,1
3681,1
3682,0
3683,2
3684,1
3685,0
3686,1
3687,1
3688,0
3689,0
3690,0
3691,1
3692,2
3693,1
3694,0
3695,1
3696,1
3697,1
3698,1
3699,1
3700,1
3701,0
3702,1
3703,1
3704,1
3705,1
3706,0
3707,1
3708,1
3709,1
3710,0
3711,0
3712,0
3713,0
3714,2
3715,1
3716,1
3717,2
3718,1
3719,1
3720,1
3721,1
3722,0
3723,1
3724,2
3725,2
3726,2
3727,1
3728,2
3729,1
3730,2
3731,1
3732,2
3733,1
3734,1
3735,0
3736,1
3737,0
3738,1
3739,0
3740,2
3741,1
3742,2
3743,1
3744,2
3745,1
3746,1
3747,1
3748,1
3749,1
3750,2
3751,1
3752,1
3753,1
3754,2
3755,1
3756,1
3757,0
3758,1
3759,1
3760,1
3761,0
3762,1
3763,1
3764,2
3765,1
3766,1
3767,1
3768,1
3769,1
3770,2
3771,2
3772,0
3773,1
3774,1
3775,1
3776,1
3777,2
3778,2
3779,0
3780,1
3781,1
3782,2
3783,0
3784,1
3785,1
3786,1
3787,2
3788,0
3789,2
3790,2
3791,1
3792,1
3793,1
3794,1
3795,1
3796,2
3797,1
3798,2
3799,2
3800,0
3801,1
3802,2
3803,2
3804,1
3805,0
3806,0
3807,1
3810,1
3811,1
3812,1
3813,2
3814,2
3815,1
3817,0
3818,1
3819,1
3820,2
3821,1
3822,1
3823,0
3824,0
3825,1
3826,1
3827,2
3828,1
3829,1
3830,2
3831,0
3832,2
3833,1
3834,1
3835,0
3836,0
3837,0
3838,1
3839,2
3840,1
3841,0
3842,1
3843,1
3844,1
3845,0
3846,1
3847,1
3848,1
3849,0
3850,1
3851,1
3852,0
3853,0
3854,1
3855,2
3856,2
3857,0
3858,1
3859,1
3860,1
3861,2
3862,2
3863,0
3864,1
3865,1
3866,0
3867,0
3868,1
3869,1
3870,2
3871,1
3872,2
3873,0
3874,1
3875,1
3876,1
3877,2
3878,0
3879,1
3880,0
3881,1
3882,1
3883,2
3884,1
3885,1
3886,2
3887,1
3888,1
3889,1
3890,1
3891,0
3892,1
4281,2
4433,1
4442,1
4449,1
4530,1
4535,1
4536,1
4538,1
4562,2
4564,1
4570,1
4581,2
4585,2
4589,1
4594,1
4596,2
4597,1
4598,1
4599,1
4600,1
4601,2
4603,0
4604,1
4605,1
4606,0
4607,1
4608,1
4609,1
4610,1
4611,1
4612,1
4613,1
4614,1
4615,1
4616,0
4617,1
4618,1
4619,1
4620,2
4621,0
4622,0
4623,2
4624,0
4626,1
4627,0
4628,2
4629,2
4630,1
4631,1
4632,1
4633,1
4634,2
4635,2
4636,0
4637,0
4638,1
4639,1
4640,1
4641,1
4642,1
4643,0
4644,1
4645,2
4646,0
4647,1
4648,0
4649,1
4650,1
4651,0
4652,1
4653,1
4654,1
4655,1
4656,2
4657,1
4658,1
4659,1
4660,2
4661,2
4662,1
4663,1
4664,1
4665,1
4666,0
4667,1
4668,1
4669,1
4670,2
4671,1
4672,1
4673,1
4674,1
4675,1
4676,1
4677,2
4678,1
4679,1
4680,1
4681,1
4682,1
4683,0
4684,1
4685,1
4686,0
4687,1
4688,0
4689,2
4709,1
4724,2
4729,1
4730,2
4760,1
4766,1
4794,1
4795,0
4797,1
4803,1
4813,2
4819,2
4825,2
4833,0
4860,0
4865,1
4900,1
4910,2
4918,0
4926,1
4934,1
4938,1
4950,2
4954,1
4955,1
4956,1
4957,1
4960,0
4961,0
4962,1
4963,1
4964,1
4965,1
4966,1
4967,1
4968,1
4969,2
4970,0
4971,2
4972,2
4973,1
4974,1
4975,1
4978,1
4979,0
4980,1
4981,0
4984,1
4985,1
4986,2
4987,1
4988,1
4989,2
4990,1
4991,1
4992,1
4993,2
4994,2
4995,2
4996,2
4997,2
4998,1
4999,2
5000,1
5001,2
5002,1
5003,2
5004,0
5005,1
5006,1
5007,1
5008,1
5009,1
5010,0
5011,1
5012,0
5013,0
5014,1
5015,2
5016,0
5017,1
5018,0
5019,1
5020,0
5021,1
5022,1
5023,2
5024,1
5025,0
5026,2
5027,1
5028,0
5029,1
5030,1
5031,1
5032,1
5033,1
5034,1
5035,0
5036,0
5037,1
5038,1
5039,1
5040,1
5041,1
5042,2
5043,0
5044,1
5045,1
5046,0
5047,1
5048,1
5049,0
5050,2
5051,1
5052,2
5053,1
5054,1
5055,1
5056,0
5057,1
5058,1
5059,1
5060,1
5061,1
5062,2
5063,2
5064,0
5065,1
5066,1
5067,0
5068,2
5069,1
5070,1
5071,1
5072,1
5073,1
5074,1
5075,2
5076,2
5077,2
5078,1
5079,1
5080,1
5081,0
5082,1
5083,1
5084,1
5085,2
5086,1
5087,1
5088,1
5089,1
5090,1
5091,1
5092,1
5093,2
5094,1
5095,1
5096,1
5097,1
5098,1
5099,1
5100,1
5101,1
5102,2
5103,1
5104,1
5105,1
5106,1
5107,2
5108,2
5109,0
5110,1
5111,1
5112,2
5113,0
5114,1
5115,1
5116,0
5117,1
5118,2
5119,1
5120,1
5121,1
5122,0
5123,2
5124,2
5125,2
5126,0
5127,1
5128,1
5129,2
5130,1
5131,1
5132,2
5133,1
5134,1
5135,1
5136,1
5137,1
5138,2
5139,2
5140,1
5141,0
5142,1
5143,1
5144,1
5145,2
5146,1
5147,0
5148,1
5149,2
5150,1
5151,1
5152,0
5153,1
5154,2
5155,0
5156,1
5157,1
5158,1
5159,2
5160,0
5161,2
5162,1
5163,1
5164,0
5165,1
5166,1
5167,1
5168,0
5169,1
5170,1
5171,1
5172,1
5173,0
5174,2
5175,0
5176,1
5177,1
5178,1
5179,1
5180,1
5181,1
5182,1
5183,1
5184,1
5185,1
5186,2
5187,1
5188,0
5189,1
5190,1
5191,1
5192,2
5193,2
5194,1
5195,0
5196,2
5197,1
5198,1
5199,2
5453,1
5718,1
5771,0
5782,1
5788,1
5789,1
5791,0
5816,1
5827,2
5844,1
5848,1
5849,1
5850,1
5851,1
5852,1
5853,1
5854,1
5855,0
5856,1
5857,0
5858,1
5859,1
5860,1
5861,1
5862,2
5863,0
5865,2
5866,1
5867,2
5868,1
5869,1
5870,1
5871,2
5872,1
5873,1
5874,0
5875,0
5876,1
5877,2
5878,1
5879,1
5880,0
5881,1
5882,1
5883,1
5884,1
5885,1
5886,1
5887,1
5888,0
5889,1
5890,1
5891,1
5892,2
5893,1
5894,1
5895,1
5896,1
5897,2
5898,1
5899,1
5900,1
5901,0
5902,1
5903,1
5904,1
5905,1
5906,1
5907,0
5908,1
5909,0
5910,1
5911,1
5913,2
5914,1
5915,1
5916,1
5917,1
5918,0
5919,2
5920,1
5921,1
5922,2
5923,1
5924,1
5925,1
5926,0
5927,1
5928,0
5929,1
5930,1
5931,1
5932,1
5933,1
5934,1
5935,1
5936,1
5937,1
5938,0
5939,0
5940,1
5941,1
5942,0
5943,2
5944,1
5945,2
5946,1
5947,2
5948,1
5949,1
5950,2
5951,1
5952,0
5953,0
5954,1
5956,1
5957,1
5959,1
5960,1
5961,1
5962,1
5966,1
5967,2
5978,1
5986,1
5987,0
5994,1
5997,1
6007,1
6017,0
6030,1
6033,1
6053,1
6069,0
6088,1
6093,1
6095,1
6103,0
6126,2
6133,1
6139,1
6142,1
6148,2
6152,1
6153,1
6158,1
6184,1
6187,1
6203,0
6207,1
6216,1
6218,0
6220,2
6221,1
6222,1
6224,1
6225,1
6226,1
6227,0
6228,1
6229,1
6230,1
6231,1
6232,1
6233,0
6234,1
6235,0
6236,1
6237,1
6239,2
6240,0
6241,1
6242,2
6243,2
6244,1
6245,2
6246,1
6247,1
6248,1
6249,1
6250,0
6251,1
6252,1
6253,0
6254,0
6255,1
6256,1
6257,1
6258,0
6259,1
6260,1
6261,1
6262,1
6263,1
6264,1
6265,0
6266,1
6267,2
6268,1
6269,2
6270,2
6271,1
6272,1
6273,0
6274,0
6275,2
6276,1
6277,2
6278,1
6279,1
6280,2
6281,1
6282,1
6283,0
6284,2
6285,2
6286,1
6287,2
6288,1
6289,2
6290,1
6291,1
6292,1
6293,1
6294,1
6295,1
6296,1
6297,1
6298,1
6299,1
6300,1
6301,2
6302,1
6303,1
6304,1
6305,1
6306,1
6307,1
6308,1
6309,1
6310,1
6311,0
6312,0
6313,1
6314,1
6315,0
6316,1
6317,2
6318,1
6319,2
6320,1
6321,1
6322,1
6323,1
6324,1
6325,1
6326,2
6327,1
6328,2
6329,1
6330,1
6331,1
6332,1
6333,1
6334,2
6335,1
6336,1
6337,1
6338,1
6339,0
6340,1
6341,1
6342,1
6343,1
6345,2
6346,1
6347,0
6348,1
6349,1
6350,1
6351,1
6352,1
6353,1
6354,1
6355,0
6356,1
6357,1
6359,0
6360,0
6361,2
6362,1
6363,1
6364,2
6365,1
6366,2
6367,1
6368,1
6369,1
6370,1
6371,1
6372,1
6373,1
6375,1
6376,1
6377,0
6378,1
6379,0
6380,0
6381,1
6382,1
6383,0
6384,2
6385,1
6386,2
6387,0
6388,1
6389,1
6390,2
6391,0
6392,2
6393,2
6394,1
6395,1
6396,1
6397,1
6398,1
6399,1
6400,1
6401,1
6402,2
6403,1
6404,1
6405,1
6406,1
6407,1
6408,1
6409,2
6410,2
6411,0
6412,1
6413,1
6414,1
6415,2
6416,2
6417,1
6418,1
6419,2
6420,1
6421,1
6422,1
6423,1
6424,1
6425,2
6426,0
6427,1
6428,2
6429,1
6430,1
6431,1
6432,2
6433,1
6434,1
6435,1
6437,2
6438,1
6439,1
6440,1
6441,0
6442,1
6443,1
6444,1
6445,1
6446,1
6793,1
6904,2
6969,1
6985,2
6990,1
7000,1
7058,1
7068,1
7069,2
7080,1
7082,1
7084,1
7085,1
7086,1
7087,1
7088,1
7090,1
7091,1
7092,1
7093,1
7095,1
7096,1
7097,1
7098,1
7099,1
7100,1
7101,1
7102,0
7103,2
7104,2
7105,1
7106,0
7107,1
7108,0
7109,1
7110,2
7111,2
7112,2
7113,2
7114,1
7115,2
7116,1
7117,1
7118,1
7119,1
7120,2
7121,0
7122,1
7123,0
7124,1
7125,1
7126,2
7127,1
7128,1
7129,1
7130,2
7131,2
7133,1
7134,1
7135,1
7136,1
7138,1
7139,1
7140,1
7141,1
7142,0
7143,0
7145,1
7146,2
7147,0
7148,1
7149,1
7150,1
7152,1
7153,1
7154,1
7155,1
7156,1
7157,1
7158,1
7159,1
7160,1
7161,1
7162,1
7163,1
7164,1
7165,1
7166,1
7167,1
7168,0
7169,0
7170,1
7171,1
7172,0
7173,1
7175,1
7176,1
7177,1
7179,1
7181,1
7182,0
7183,1
7184,2
7185,1
7186,2
7187,1
7188,1
7189,0
7190,1
7191,1
7192,2
7223,0
7230,1
7235,0
7247,1
7257,1
7262,1
7265,1
7268,1
7271,0
7273,1
7279,0
7317,1
7336,1
7340,1
7348,0
7359,1
7366,1
7377,1
7392,1
7398,1
7404,1
7422,2
7426,0
7447,1
7454,1
7460,1
7475,1
7476,1
7477,2
7478,1
7479,1
7481,1
7482,0
7483,1
7484,0
7485,1
7486,2
7487,2
7488,2
7490,0
7491,2
7494,2
7495,2
7496,1
7499,1
7500,1
7501,1
7502,1
7503,0
7504,2
7505,1
7506,1
7507,1
7508,1
7509,2
7510,1
7511,0
7512,2
7513,0
7514,2
7515,1
7516,1
7517,1
7518,2
7519,0
7520,1
7521,1
7522,1
7523,1
7524,1
7525,1
7526,1
7527,1
7529,1
7530,2
7531,1
7532,2
7533,1
7534,1
7535,1
7536,2
7537,1
7538,1
7539,1
7540,0
7541,1
7542,1
7543,1
7544,1
7545,1
7546,2
7547,1
7548,0
7549,1
7550,1
7551,1
7552,1
7553,1
7554,0
7555,1
7556,1
7557,2
7558,0
7559,2
7560,1
7561,2
7562,1
7563,2
7564,1
7565,0
7566,0
7567,1
7568,1
7569,0
7570,0
7571,1
7572,2
7573,1
7574,2
7575,1
7576,2
7577,1
7578,2
7579,1
7580,2
7581,1
7582,2
7583,1
7584,1
7585,1
7586,1
7587,2
7588,1
7589,0
7590,1
7591,1
7592,0
7593,2
7594,1
7595,1
7596,1
7597,1
7598,1
7599,1
7600,2
7601,1
7602,2
7603,1
7604,1
7605,2
7606,1
7607,2
7608,1
7609,1
7610,2
7611,1
7612,1
7613,1
7614,0
7615,1
7616,1
7617,1
7618,1
7619,2
7620,1
7621,2
7622,2
7623,1
7624,1
7625,0
7626,1
7627,1
7628,1
7629,1
7630,1
7631,2
7632,1
7633,1
7634,0
7635,0
7636,1
7637,1
7638,2
7639,1
7640,1
7641,1
7642,1
7643,1
7644,1
7645,1
7646,1
7647,1
7648,0
7649,1
7650,1
7651,1
7652,0
7653,2
7654,1
7655,1
7656,1
7657,1
7658,1
7659,0
7660,2
7661,1
7662,1
7663,2
7664,0
7665,0
7666,0
7667,1
7668,1
7669,1
7670,1
7671,0
7672,0
7673,1
7674,1
7675,1
7676,1
7677,0
7678,1
7679,2
7680,1
7681,1
7682,2
7683,0
7684,1
7685,1
7686,1
7687,1
7688,1
7689,1
7690,2
7691,1
7692,1
7693,2
7694,0
7695,1
7696,1
7697,1
7698,1
7995,1
8020,1
8120,1
8168,0
8203,1
8247,0
8336,1
8339,2
8346,0
8369,2
8370,2
8373,0
8374,1
8375,2
8376,1
8377,1
8378,1
8379,1
8380,2
8381,2
8382,1
8383,2
8384,2
8385,2
8386,1
8387,1
8388,2
8389,1
8390,2
8391,1
8392,1
8393,1
8394,1
8395,1
8396,2
8397,1
8398,1
8399,0
8400,1
8401,0
8402,1
8404,1
8405,2
8406,1
8407,1
8408,1
8409,1
8410,2
8411,1
8412,1
8413,1
8414,1
8415,1
8416,1
8417,2
8418,2
8419,1
8420,1
8421,1
8422,1
8423,1
8424,1
8425,1
8426,1
8427,1
8428,1
8429,2
8430,1
8432,1
8433,1
8434,2
8435,1
8436,1
8437,0
8438,1
8439,0
8440,1
8441,1
8442,1
8443,2
8444,0
8445,1
8446,0
8447,1
8448,0
8449,1
8450,0
8451,1
8452,1
8453,1
8454,2
8455,2
8456,1
8457,1
8458,0
8459,1
8460,1
8461,1
8462,1
8463,1
8464,1
8465,1
8466,1
8467,1
8468,2
8469,2
8470,1
8471,1
8473,1
8474,1
8475,1
8476,1
8477,1
8478,1
8479,1
8480,2
8481,1
8482,2
8483,2
8484,0
8485,1
8486,0
8487,1
8488,0
8489,1
8490,1
8494,2
8502,1
8520,0
8532,2
8535,0
8538,1
8539,1
8543,2
8544,1
8545,1
8568,1
8576,2
8589,1
8597,1
8602,1
8612,1
8617,1
8635,1
8641,1
8646,2
8652,1
8654,1
8700,1
8703,0
8724,1
8728,2
8733,1
8736,1
8741,1
8762,2
8771,1
8779,1
8788,2
8789,0
8791,1
8792,1
8793,1
8794,0
8795,0
8796,2
8797,1
8798,1
8799,1
8800,1
8801,1
8802,1
8803,1
8805,1
8806,1
8807,1
8808,1
8809,0
8810,1
8811,2
8813,1
8814,1
8815,1
8816,1
8817,0
8818,1
8820,1
8821,1
8822,1
8823,2
8824,1
8825,0
8826,1
8827,1
8828,2
8829,2
8830,1
8831,1
8832,0
8833,1
8834,1
8835,1
8836,1
8837,1
8838,1
8839,0
8840,1
8841,1
8842,1
8843,1
8844,1
8845,1
8846,1
8847,1
8848,1
8849,2
8850,1
8851,1
8852,1
8853,2
8854,1
8855,1
8856,1
8857,2
8858,0
8859,2
8860,1
8861,2
8862,1
8863,1
8864,1
8865,2
8866,2
8867,1
8868,1
8869,1
8870,1
8871,0
8873,0
8874,1
8875,0
8876,1
8877,1
8878,1
8879,0
8880,1
8881,2
8882,1
8883,1
8884,0
8885,2
8886,1
8887,1
8888,2
8889,1
8890,1
8891,1
8892,1
8893,2
8894,2
8895,0
8896,0
8897,0
8898,2
8899,1
8900,1
8901,2
8902,1
8903,0
8905,0
8906,0
8907,1
8908,1
8909,1
8910,1
8911,0
8912,1
8913,1
8914,1
8915,1
8916,0
8917,2
8918,1
8919,1
8920,1
8921,1
8922,1
8923,1
8924,2
8925,0
8926,1
8927,1
8928,1
8929,0
8930,1
8931,1
8932,1
8933,1
8934,2
8935,2
8936,0
8937,1
8938,1
8939,2
8940,1
8942,1
8943,1
8945,2
8946,1
8947,1
8948,1
8949,1
8951,1
8952,1
8953,1
8954,0
8955,1
8956,1
8957,1
8958,1
8959,2
8961,1
8962,1
8963,1
8964,2
8965,1
8966,0
8967,1
8968,2
8969,1
8970,1
8971,1
8972,1
8973,1
8974,2
8975,1
8976,1
8977,1
8978,1
8979,2
8980,1
8981,1
8982,1
8983,1
8984,1
8985,2
8986,2
8987,1
8988,2
8989,0
8990,1
8991,1
8992,2
8993,2
8994,1
8995,1
8996,2
8997,1
8998,2
8999,2
9000,2
9001,1
9002,1
9003,0
9004,1
9005,1
9006,1
9007,1
9008,0
9009,2
9010,1
9011,1
9012,1
9013,1
9014,2
9015,0
9016,0
9017,1
9018,1
9019,2
9020,1
9021,1
9022,2
9023,0
9024,1
9025,1
9026,2
9027,1
9028,1
9029,1
9030,2
9031,1
9032,0
9033,0
9034,1
9035,2
9036,1
9037,2
9038,1
9039,2
9041,1
9042,1
9043,1
9044,1
9045,1
9046,1
9047,1
9048,0
9049,0
9050,0
9051,0
9052,0
9053,1
9054,2
9519,0
9527,1
9576,1
9590,1
9614,0
9622,2
9644,2
9651,2
9654,1
9659,1
9663,1
9680,1
9689,1
9694,1
9717,1
9735,0
9744,2
9745,0
9746,1
9747,1
9748,1
9749,0
9750,2
9751,0
9752,1
9753,0
9754,1
9755,1
9756,1
9757,1
9758,1
9759,1
9760,1
9761,1
9762,0
9764,1
9765,0
9766,2
9767,0
9768,1
9770,0
9772,1
9773,1
9774,2
9775,1
9776,2
9777,1
9778,1
9779,2
9780,1
9781,0
9782,1
9783,1
9784,1
9785,1
9786,1
9787,1
9788,1
9789,2
9791,0
9792,1
9793,1
9794,1
9795,1
9796,1
9797,1
9798,2
9799,1
9800,1
9801,1
9802,0
9803,1
9804,1
9805,1
9806,2
9807,0
9808,0
9809,1
9810,0
9811,1
9812,2
9813,1
9815,1
9816,1
9817,1
9818,1
9819,2
9820,2
9821,2
9822,0
9823,2
9824,1
9826,1
9827,1
9828,1
9830,1
9831,0
9832,1
9833,2
9834,1
9835,1
9836,1
9837,1
9838,1
9876,1
9919,0
9954,1
9962,1
9978,2
9986,1
9988,1
10003,1
10010,1
10016,0
10022,0
10028,1
10043,1
10046,1
10056,1
10098,1
10122,0
10127,1
10128,1
10129,2
10131,1
10132,1
10133,0
10134,2
10135,2
10136,0
10137,1
10140,1
10141,2
10142,1
10143,1
10144,1
10145,1
10147,2
10148,1
10149,2
10150,1
10151,0
10152,0
10153,1
10154,0
10155,1
10157,0
10158,2
10159,1
10160,2
10161,2
10162,1
