,id,class
396,1912,1
397,1921,1
398,1930,1
399,1938,1
400,1940,1
401,1944,1
402,1956,1
403,1958,1
404,1965,1
405,1978,1
406,1980,1
407,1984,2
408,1985,1
409,1991,1
410,1993,0
411,1995,0
412,1996,1
413,1997,1
414,1998,0
415,1999,1
416,2000,2
417,2001,1
418,2002,1
419,2003,1
420,2004,1
421,2005,1
422,2006,1
423,2007,0
424,2008,1
425,2009,0
426,2010,2
427,2011,1
428,2012,2
429,2013,1
430,2014,1
431,2015,2
432,2016,0
433,2017,2
434,2018,1
435,2019,2
436,2020,2
437,2021,0
438,2022,1
439,2023,2
440,2024,1
441,2025,0
442,2026,1
443,2027,1
444,2028,1
445,2029,0
446,2030,1
447,2031,1
448,2032,0
449,2033,1
450,2034,0
451,2035,1
452,2036,2
453,2037,2
454,2038,2
455,2039,1
456,2041,0
457,2042,1
458,2043,1
459,2044,1
460,2045,1
461,2046,1
462,2047,1
463,2048,0
464,2049,2
465,2050,0
466,2051,1
467,2052,1
468,2053,2
469,2054,0
470,2055,1
471,2056,1
472,2057,0
473,2058,1
474,2059,1
475,2060,1
476,2061,0
477,2062,1
478,2063,2
479,2064,1
480,2065,1
481,2066,1
482,2067,1
483,2068,1
484,2069,1
485,2070,1
486,2071,1
487,2072,1
488,2073,1
489,2074,0
490,2075,1
491,2076,2
492,2078,1
493,2079,1
494,2080,1
495,2081,0
496,2082,1
497,2083,0
498,2084,2
499,2085,1
500,2086,1
501,2087,1
502,2088,1
503,2089,2
504,2090,1
505,2091,1
506,2092,1
507,2093,1
508,2095,0
509,2096,0
510,2097,0
511,2098,1
512,2099,1
513,2100,1
514,2101,0
515,2102,0
516,2103,0
517,2104,2
518,2105,0
519,2106,1
520,2107,1
521,2108,1
522,2109,2
523,2110,0
524,2111,1
525,2112,1
526,2117,1
527,2128,0
528,2156,1
529,2158,1
530,2182,0
531,2184,1
532,2187,1
533,2202,0
534,2208,0
535,2218,2
536,2231,0
537,2243,1
538,2244,1
539,2245,2
540,2250,1
541,2259,1
542,2262,1
543,2266,1
544,2278,1
545,2293,1
546,2294,2
547,2298,1
548,2318,1
549,2321,1
550,2347,1
551,2366,0
552,2367,1
553,2368,1
554,2378,1
555,2379,1
556,2381,1
557,2383,1
558,2384,1
559,2386,1
560,2387,2
561,2388,1
562,2389,1
563,2390,1
564,2391,1
565,2392,1
566,2393,1
567,2394,0
568,2395,0
569,2396,1
570,2397,1
571,2398,0
572,2402,1
573,2403,0
574,2404,2
575,2405,1
576,2408,0
577,2409,1
578,2410,1
579,2411,1
580,2412,1
581,2413,2
582,2414,1
583,2415,1
584,2416,1
585,2417,2
586,2418,1
587,2419,1
588,2420,1
589,2421,1
590,2422,0
591,2423,2
592,2424,2
593,2425,2
594,2426,1
595,2427,1
596,2428,2
597,2429,1
598,2430,0
599,2431,1
600,2432,2
601,2433,1
602,2434,1
603,2435,2
604,2436,1
605,2437,1
606,2438,1
607,2439,1
608,2440,1
609,2441,1
610,2442,1
611,2443,1
612,2444,0
613,2445,1
614,2446,1
615,2447,1
616,2448,2
617,2449,0
618,2451,1
619,2452,1
620,2453,1
621,2454,1
622,2455,1
623,2456,1
624,2457,1
625,2458,1
626,2459,0
627,2460,2
628,2461,1
629,2462,2
630,2463,1
631,2464,1
632,2465,0
633,2466,1
634,2467,1
635,2468,0
636,2469,1
637,2471,1
638,2472,1
639,2473,1
640,2474,0
641,2475,1
642,2476,1
643,2477,0
644,2478,1
645,2479,0
646,2480,1
647,2481,0
648,2482,1
649,2483,1
650,2484,0
651,2485,2
652,2486,2
653,2487,2
654,2488,2
655,2489,1
656,2490,1
657,2491,1
658,2492,1
659,2493,1
660,2494,1
661,2495,1
662,2496,1
663,2497,0
664,2498,0
665,2499,1
666,2500,1
667,2501,1
668,2502,2
669,2503,1
670,2504,2
671,2505,0
672,2506,2
673,2507,1
674,2508,0
675,2509,2
676,2510,1
677,2511,1
678,2512,1
679,2513,2
680,2514,1
681,2515,1
682,2516,1
683,2517,1
684,2518,2
685,2519,1
686,2520,2
687,2521,1
688,2522,1
689,2523,0
690,2524,2
691,2525,0
692,2526,0
693,2527,2
694,2528,1
695,2529,0
696,2530,2
697,2531,1
698,2532,2
699,2533,1
700,2534,2
701,2535,1
702,2536,1
703,2537,1
704,2538,0
705,2539,1
706,2540,1
707,2541,1
708,2542,1
709,2543,1
710,2544,0
711,2545,1
712,2546,2
713,2547,1
714,2548,1
715,2549,0
716,2550,1
717,2551,1
718,2552,2
719,2553,1
720,2554,1
721,2555,1
722,2556,0
723,2557,1
724,2558,0
725,2559,1
726,2560,1
727,2561,1
728,2562,1
729,2563,1
730,2564,1
731,2565,0
732,2566,1
733,2567,0
734,2568,1
735,2569,2
736,2570,1
737,2571,1
738,2572,1
739,2573,1
740,2574,1
741,2575,0
742,2576,2
743,2577,1
744,2578,0
745,2579,1
746,2580,1
747,2581,1
748,2582,2
749,2583,2
750,2584,1
751,2585,1
752,2586,1
753,2588,2
754,2589,1
755,2590,1
756,2591,1
757,2592,1
758,2593,0
759,2594,1
760,2595,1
761,2596,1
762,2597,0
763,2598,1
764,2599,0
765,2600,2
766,2601,1
767,2602,1
768,2603,1
769,2604,1
770,2605,1
771,2606,1
772,2607,2
773,2608,2
774,2609,1
775,2610,1
776,2611,1
777,2612,1
778,2613,1
779,2614,1
780,2615,0
781,2616,1
782,2617,2
783,2618,2
784,2619,1
785,2620,1
786,2621,1
787,2622,0
788,2623,1
789,2624,1
790,2625,1
791,2626,1
792,2627,0
793,2628,2
794,2629,1
795,2630,1
796,2979,1
797,3098,1
798,3102,1
799,3141,1
800,3173,0
801,3200,1
802,3206,0
803,3248,2
804,3256,0
805,3262,1
806,3271,2
807,3296,1
808,3297,0
809,3298,1
810,3299,1
811,3300,1
812,3301,1
813,3302,1
814,3303,1
815,3304,1
816,3305,0
817,3306,1
818,3307,0
819,3308,1
820,3309,2
821,3310,1
822,3311,1
823,3314,0
824,3315,2
825,3316,1
826,3317,1
827,3318,1
828,3319,1
829,3320,1
830,3321,0
831,3322,2
832,3323,1
833,3324,1
834,3325,1
835,3326,1
836,3327,1
837,3328,2
838,3329,2
839,3330,1
840,3331,1
841,3332,1
842,3334,1
843,3335,1
844,3336,0
845,3337,1
846,3338,0
847,3339,1
848,3340,0
849,3341,1
850,3342,1
851,3343,1
852,3344,1
853,3345,0
854,3346,1
855,3347,1
856,3348,1
857,3349,2
858,3350,2
859,3351,2
860,3352,2
861,3353,1
862,3354,0
863,3355,0
864,3356,0
865,3357,1
866,3358,2
867,3359,0
868,3360,1
869,3361,1
870,3362,1
871,3363,2
872,3364,1
873,3365,1
874,3366,2
875,3367,1
876,3368,2
877,3369,2
878,3370,1
879,3371,1
880,3372,2
881,3373,2
882,3374,1
883,3375,2
884,3376,1
885,3377,1
886,3378,1
887,3379,2
888,3380,1
889,3381,0
890,3382,0
891,3383,0
892,3384,0
893,3385,1
894,3386,0
895,3387,1
896,3388,1
897,3389,1
898,3390,1
899,3391,1
900,3392,1
901,3393,1
902,3394,1
903,3395,0
904,3396,1
905,3397,1
906,3398,1
907,3399,1
908,3401,1
909,3402,2
910,3411,1
911,3439,1
912,3441,1
913,3450,1
914,3453,1
915,3488,1
916,3499,0
917,3510,1
918,3512,1
919,3517,2
920,3521,1
921,3529,1
922,3541,1
923,3555,0
924,3574,1
925,3579,1
926,3585,2
927,3586,1
928,3593,1
929,3599,0
930,3609,2
931,3619,2
932,3642,1
933,3652,1
934,3653,1
935,3655,1
936,3656,1
937,3658,1
938,3660,2
939,3661,1
940,3662,1
941,3663,2
942,3664,2
943,3665,1
944,3666,1
945,3667,1
946,3668,1
947,3669,1
948,3670,1
949,3671,0
950,3672,1
951,3673,1
952,3674,1
953,3676,1
954,3678,1
955,3680,1
956,3681,1
957,3682,0
958,3683,2
959,3684,1
960,3685,0
961,3686,1
962,3687,1
963,3688,0
964,3689,0
965,3690,0
966,3691,1
967,3692,2
968,3693,1
969,3694,0
970,3695,1
971,3696,1
972,3697,1
973,3698,1
974,3699,1
975,3700,1
976,3701,0
977,3702,1
978,3703,1
979,3704,1
980,3705,1
981,3706,0
982,3707,1
983,3708,1
984,3709,1
985,3710,0
986,3711,0
987,3712,0
988,3713,0
989,3714,2
990,3715,1
991,3716,1
992,3717,2
993,3718,1
994,3719,1
995,3720,1
996,3721,1
997,3722,0
998,3723,1
999,3724,2
1000,3725,2
1001,3726,2
1002,3727,1
1003,3728,2
1004,3729,1
1005,3730,2
1006,3731,1
1007,3732,2
1008,3733,1
1009,3734,1
1010,3735,0
1011,3736,1
1012,3737,0
1013,3738,1
1014,3739,0
1015,3740,2
1016,3741,1
1017,3742,2
1018,3743,1
1019,3744,2
1020,3745,1
1021,3746,1
1022,3747,1
1023,3748,1
1024,3749,1
1025,3750,2
1026,3751,1
1027,3752,1
1028,3753,1
1029,3754,2
1030,3755,1
1031,3756,1
1032,3757,0
1033,3758,1
1034,3759,1
1035,3760,1
1036,3761,0
1037,3762,1
1038,3763,1
1039,3764,2
1040,3765,1
1041,3766,1
1042,3767,1
1043,3768,1
1044,3769,1
1045,3770,2
1046,3771,2
1047,3772,0
1048,3773,1
1049,3774,1
1050,3775,1
1051,3776,1
1052,3777,2
1053,3778,2
1054,3779,0
1055,3780,1
1056,3781,1
1057,3782,2
1058,3783,0
1059,3784,1
1060,3785,1
1061,3786,1
1062,3787,2
1063,3788,0
1064,3789,2
1065,3790,2
1066,3791,1
1067,3792,1
1068,3793,1
1069,3794,1
1070,3795,1
1071,3796,2
1072,3797,1
1073,3798,2
1074,3799,2
1075,3800,0
1076,3801,1
1077,3802,2
1078,3803,2
1079,3804,1
1080,3805,0
1081,3806,0
1082,3807,1
1083,3810,1
1084,3811,1
1085,3812,1
1086,3813,2
1087,3814,2
1088,3815,1
1089,3817,0
1090,3818,1
1091,3819,1
1092,3820,2
1093,3821,1
1094,3822,1
1095,3823,0
1096,3824,0
1097,3825,1
1098,3826,1
1099,3827,2
1100,3828,1
1101,3829,1
1102,3830,2
1103,3831,0
1104,3832,2
1105,3833,1
1106,3834,1
1107,3835,0
1108,3836,0
1109,3837,0
1110,3838,1
1111,3839,2
1112,3840,1
1113,3841,0
1114,3842,1
1115,3843,1
1116,3844,1
1117,3845,0
1118,3846,1
1119,3847,1
1120,3848,1
1121,3849,0
1122,3850,1
1123,3851,1
1124,3852,0
1125,3853,0
1126,3854,1
1127,3855,2
1128,3856,2
1129,3857,0
1130,3858,1
1131,3859,1
1132,3860,1
1133,3861,2
1134,3862,2
1135,3863,0
1136,3864,1
1137,3865,1
1138,3866,0
1139,3867,0
1140,3868,1
1141,3869,1
1142,3870,2
1143,3871,1
1144,3872,2
1145,3873,0
1146,3874,1
1147,3875,1
1148,3876,1
1149,3877,2
1150,3878,0
1151,3879,1
1152,3880,0
1153,3881,1
1154,3882,1
1155,3883,2
1156,3884,1
1157,3885,1
1158,3886,2
1159,3887,1
1160,3888,1
1161,3889,1
1162,3890,1
1163,3891,0
1164,3892,1
1165,4281,2
1166,4433,1
1167,4442,1
1168,4449,1
1169,4530,1
1170,4535,1
1171,4536,1
1172,4538,1
1173,4562,2
1174,4564,1
1175,4570,1
1176,4581,2
1177,4585,2
1178,4589,1
1179,4594,1
1180,4596,2
1181,4597,1
1182,4598,1
1183,4599,1
1184,4600,1
1185,4601,2
1186,4603,0
1187,4604,1
1188,4605,1
1189,4606,0
1190,4607,1
1191,4608,1
1192,4609,1
1193,4610,1
1194,4611,1
1195,4612,1
1196,4613,1
1197,4614,1
1198,4615,1
1199,4616,0
1200,4617,1
1201,4618,1
1202,4619,1
1203,4620,2
1204,4621,0
1205,4622,0
1206,4623,2
1207,4624,0
1208,4626,1
1209,4627,0
1210,4628,2
1211,4629,2
1212,4630,1
1213,4631,1
1214,4632,1
1215,4633,1
1216,4634,2
1217,4635,2
1218,4636,0
1219,4637,0
1220,4638,1
1221,4639,1
1222,4640,1
1223,4641,1
1224,4642,1
1225,4643,0
1226,4644,1
1227,4645,2
1228,4646,0
1229,4647,1
1230,4648,0
1231,4649,1
1232,4650,1
1233,4651,0
1234,4652,1
1235,4653,1
1236,4654,1
1237,4655,1
1238,4656,2
1239,4657,1
1240,4658,1
1241,4659,1
1242,4660,2
1243,4661,2
1244,4662,1
1245,4663,1
1246,4664,1
1247,4665,1
1248,4666,0
1249,4667,1
1250,4668,1
1251,4669,1
1252,4670,2
1253,4671,1
1254,4672,1
1255,4673,1
1256,4674,1
1257,4675,1
1258,4676,1
1259,4677,2
1260,4678,1
1261,4679,1
1262,4680,1
1263,4681,1
1264,4682,1
1265,4683,0
1266,4684,1
1267,4685,1
1268,4686,0
1269,4687,1
1270,4688,0
1271,4689,2
1272,4709,1
1273,4724,2
1274,4729,1
1275,4730,2
1276,4760,1
1277,4766,1
1278,4794,1
1279,4795,0
1280,4797,1
1281,4803,1
1282,4813,2
1283,4819,2
1284,4825,2
1285,4833,0
1286,4860,0
1287,4865,1
1288,4900,1
1289,4910,2
1290,4918,0
1291,4926,1
1292,4934,1
1293,4938,1
1294,4950,2
1295,4954,1
1296,4955,1
1297,4956,1
1298,4957,1
1299,4960,0
1300,4961,0
1301,4962,1
1302,4963,1
1303,4964,1
1304,4965,1
1305,4966,1
1306,4967,1
1307,4968,1
1308,4969,2
1309,4970,0
1310,4971,2
1311,4972,2
1312,4973,1
1313,4974,1
1314,4975,1
1315,4978,1
1316,4979,0
1317,4980,1
1318,4981,0
1319,4984,1
1320,4985,1
1321,4986,2
1322,4987,1
1323,4988,1
1324,4989,2
1325,4990,1
1326,4991,1
1327,4992,1
1328,4993,2
1329,4994,2
1330,4995,2
1331,4996,2
1332,4997,2
1333,4998,1
1334,4999,2
1335,5000,1
1336,5001,2
1337,5002,1
1338,5003,2
1339,5004,0
1340,5005,1
1341,5006,1
1342,5007,1
1343,5008,1
1344,5009,1
1345,5010,0
1346,5011,1
1347,5012,0
1348,5013,0
1349,5014,1
1350,5015,2
1351,5016,0
1352,5017,1
1353,5018,0
1354,5019,1
1355,5020,0
1356,5021,1
1357,5022,1
1358,5023,2
1359,5024,1
1360,5025,0
1361,5026,2
1362,5027,1
1363,5028,0
1364,5029,1
1365,5030,1
1366,5031,1
1367,5032,1
1368,5033,1
1369,5034,1
1370,5035,0
1371,5036,0
1372,5037,1
1373,5038,1
1374,5039,1
1375,5040,1
1376,5041,1
1377,5042,2
1378,5043,0
1379,5044,1
1380,5045,1
1381,5046,0
1382,5047,1
1383,5048,1
1384,5049,0
1385,5050,2
1386,5051,1
1387,5052,2
1388,5053,1
1389,5054,1
1390,5055,1
1391,5056,0
1392,5057,1
1393,5058,1
1394,5059,1
1395,5060,1
1396,5061,1
1397,5062,2
1398,5063,2
1399,5064,0
1400,5065,1
1401,5066,1
1402,5067,0
1403,5068,2
1404,5069,1
1405,5070,1
1406,5071,1
1407,5072,1
1408,5073,1
1409,5074,1
1410,5075,2
1411,5076,2
1412,5077,2
1413,5078,1
1414,5079,1
1415,5080,1
1416,5081,0
1417,5082,1
1418,5083,1
1419,5084,1
1420,5085,2
1421,5086,1
1422,5087,1
1423,5088,1
1424,5089,1
1425,5090,1
1426,5091,1
1427,5092,1
1428,5093,2
1429,5094,1
1430,5095,1
1431,5096,1
1432,5097,1
1433,5098,1
1434,5099,1
1435,5100,1
1436,5101,1
1437,5102,2
1438,5103,1
1439,5104,1
1440,5105,1
1441,5106,1
1442,5107,2
1443,5108,2
1444,5109,0
1445,5110,1
1446,5111,1
1447,5112,2
1448,5113,0
1449,5114,1
1450,5115,1
1451,5116,0
1452,5117,1
1453,5118,2
1454,5119,1
1455,5120,1
1456,5121,1
1457,5122,0
1458,5123,2
1459,5124,2
1460,5125,2
1461,5126,0
1462,5127,1
1463,5128,1
1464,5129,2
1465,5130,1
1466,5131,1
1467,5132,2
1468,5133,1
1469,5134,1
1470,5135,1
1471,5136,1
1472,5137,1
1473,5138,2
1474,5139,2
1475,5140,1
1476,5141,0
1477,5142,1
1478,5143,1
1479,5144,1
1480,5145,2
1481,5146,1
1482,5147,0
1483,5148,1
1484,5149,2
1485,5150,1
1486,5151,1
1487,5152,0
1488,5153,1
1489,5154,2
1490,5155,0
1491,5156,1
1492,5157,1
1493,5158,1
1494,5159,2
1495,5160,0
1496,5161,2
1497,5162,1
1498,5163,1
1499,5164,0
1500,5165,1
1501,5166,1
1502,5167,1
1503,5168,0
1504,5169,1
1505,5170,1
1506,5171,1
1507,5172,1
1508,5173,0
1509,5174,2
1510,5175,0
1511,5176,1
1512,5177,1
1513,5178,1
1514,5179,1
1515,5180,1
1516,5181,1
1517,5182,1
1518,5183,1
1519,5184,1
1520,5185,1
1521,5186,2
1522,5187,1
1523,5188,0
1524,5189,1
1525,5190,1
1526,5191,1
1527,5192,2
1528,5193,2
1529,5194,1
1530,5195,0
1531,5196,2
1532,5197,1
1533,5198,1
1534,5199,2
1535,5453,1
1536,5718,1
1537,5771,0
1538,5782,1
1539,5788,1
1540,5789,1
1541,5791,0
1542,5816,1
1543,5827,2
1544,5844,1
1545,5848,1
1546,5849,1
1547,5850,1
1548,5851,1
1549,5852,1
1550,5853,1
1551,5854,1
1552,5855,0
1553,5856,1
1554,5857,0
1555,5858,1
1556,5859,1
1557,5860,1
1558,5861,1
1559,5862,2
1560,5863,0
1561,5865,2
1562,5866,1
1563,5867,2
1564,5868,1
1565,5869,1
1566,5870,1
1567,5871,2
1568,5872,1
1569,5873,1
1570,5874,0
1571,5875,0
1572,5876,1
1573,5877,2
1574,5878,1
1575,5879,1
1576,5880,0
1577,5881,1
1578,5882,1
1579,5883,1
1580,5884,1
1581,5885,1
1582,5886,1
1583,5887,1
1584,5888,0
1585,5889,1
1586,5890,1
1587,5891,1
1588,5892,2
1589,5893,1
1590,5894,1
1591,5895,1
1592,5896,1
1593,5897,2
1594,5898,1
1595,5899,1
1596,5900,1
1597,5901,0
1598,5902,1
1599,5903,1
1600,5904,1
1601,5905,1
1602,5906,1
1603,5907,0
1604,5908,1
1605,5909,0
1606,5910,1
1607,5911,1
1608,5913,2
1609,5914,1
1610,5915,1
1611,5916,1
1612,5917,1
1613,5918,0
1614,5919,2
1615,5920,1
1616,5921,1
1617,5922,2
1618,5923,1
1619,5924,1
1620,5925,1
1621,5926,0
1622,5927,1
1623,5928,0
1624,5929,1
1625,5930,1
1626,5931,1
1627,5932,1
1628,5933,1
1629,5934,1
1630,5935,1
1631,5936,1
1632,5937,1
1633,5938,0
1634,5939,0
1635,5940,1
1636,5941,1
1637,5942,0
1638,5943,2
1639,5944,1
1640,5945,2
1641,5946,1
1642,5947,2
1643,5948,1
1644,5949,1
1645,5950,2
1646,5951,1
1647,5952,0
1648,5953,0
1649,5954,1
1650,5956,1
1651,5957,1
1652,5959,1
1653,5960,1
1654,5961,1
1655,5962,1
1656,5966,1
1657,5967,2
1658,5978,1
1659,5986,1
1660,5987,0
1661,5994,1
1662,5997,1
1663,6007,1
1664,6017,0
1665,6030,1
1666,6033,1
1667,6053,1
1668,6069,0
1669,6088,1
1670,6093,1
1671,6095,1
1672,6103,0
1673,6126,2
1674,6133,1
1675,6139,1
1676,6142,1
1677,6148,2
1678,6152,1
1679,6153,1
1680,6158,1
1681,6184,1
1682,6187,1
1683,6203,0
1684,6207,1
1685,6216,1
1686,6218,0
1687,6220,2
1688,6221,1
1689,6222,1
1690,6224,1
1691,6225,1
1692,6226,1
1693,6227,0
1694,6228,1
1695,6229,1
1696,6230,1
1697,6231,1
1698,6232,1
1699,6233,0
1700,6234,1
1701,6235,0
1702,6236,1
1703,6237,1
1704,6239,2
1705,6240,0
1706,6241,1
1707,6242,2
1708,6243,2
1709,6244,1
1710,6245,2
1711,6246,1
1712,6247,1
1713,6248,1
1714,6249,1
1715,6250,0
1716,6251,1
1717,6252,1
1718,6253,0
1719,6254,0
1720,6255,1
1721,6256,1
1722,6257,1
1723,6258,0
1724,6259,1
1725,6260,1
1726,6261,1
1727,6262,1
1728,6263,1
1729,6264,1
1730,6265,0
1731,6266,1
1732,6267,2
1733,6268,1
1734,6269,2
1735,6270,2
1736,6271,1
1737,6272,1
1738,6273,0
1739,6274,0
1740,6275,2
1741,6276,1
1742,6277,2
1743,6278,1
1744,6279,1
1745,6280,2
1746,6281,1
1747,6282,1
1748,6283,0
1749,6284,2
1750,6285,2
1751,6286,1
1752,6287,2
1753,6288,1
1754,6289,2
1755,6290,1
1756,6291,1
1757,6292,1
1758,6293,1
1759,6294,1
1760,6295,1
1761,6296,1
1762,6297,1
1763,6298,1
1764,6299,1
1765,6300,1
1766,6301,2
1767,6302,1
1768,6303,1
1769,6304,1
1770,6305,1
1771,6306,1
1772,6307,1
1773,6308,1
1774,6309,1
1775,6310,1
1776,6311,0
1777,6312,0
1778,6313,1
1779,6314,1
1780,6315,0
1781,6316,1
1782,6317,2
1783,6318,1
1784,6319,2
1785,6320,1
1786,6321,1
1787,6322,1
1788,6323,1
1789,6324,1
1790,6325,1
1791,6326,2
1792,6327,1
1793,6328,2
1794,6329,1
1795,6330,1
1796,6331,1
1797,6332,1
1798,6333,1
1799,6334,2
1800,6335,1
1801,6336,1
1802,6337,1
1803,6338,1
1804,6339,0
1805,6340,1
1806,6341,1
1807,6342,1
1808,6343,1
1809,6345,2
1810,6346,1
1811,6347,0
1812,6348,1
1813,6349,1
1814,6350,1
1815,6351,1
1816,6352,1
1817,6353,1
1818,6354,1
1819,6355,0
1820,6356,1
1821,6357,1
1822,6359,0
1823,6360,0
1824,6361,2
1825,6362,1
1826,6363,1
1827,6364,2
1828,6365,1
1829,6366,2
1830,6367,1
1831,6368,1
1832,6369,1
1833,6370,1
1834,6371,1
1835,6372,1
1836,6373,1
1837,6375,1
1838,6376,1
1839,6377,0
1840,6378,1
1841,6379,0
1842,6380,0
1843,6381,1
1844,6382,1
1845,6383,0
1846,6384,2
1847,6385,1
1848,6386,2
1849,6387,0
1850,6388,1
1851,6389,1
1852,6390,2
1853,6391,0
1854,6392,2
1855,6393,2
1856,6394,1
1857,6395,1
1858,6396,1
1859,6397,1
1860,6398,1
1861,6399,1
1862,6400,1
1863,6401,1
1864,6402,2
1865,6403,1
1866,6404,1
1867,6405,1
1868,6406,1
1869,6407,1
1870,6408,1
1871,6409,2
1872,6410,2
1873,6411,0
1874,6412,1
1875,6413,1
1876,6414,1
1877,6415,2
1878,6416,2
1879,6417,1
1880,6418,1
1881,6419,2
1882,6420,1
1883,6421,1
1884,6422,1
1885,6423,1
1886,6424,1
1887,6425,2
1888,6426,0
1889,6427,1
1890,6428,2
1891,6429,1
